Timestamp, Engine Raw, Chassis Raw, Output
2041662316,1.69028,1.71123,1.68901
2042740664,1.69109,1.70801,1.68619
2043820623,1.69351,1.70801,1.67773
2044896342,1.69351,1.70559,1.67773
2045974282,1.69351,1.70881,1.67773
2047051260,1.69189,1.71284,1.68337
2048127645,1.69109,1.70962,1.68619
2049207123,1.69995,1.70962,1.65517
2050286378,1.69834,1.70801,1.66081
2051365763,1.69189,1.70801,1.68337
2052444796,1.69189,1.7072,1.68337
2053523255,1.68867,1.70398,1.69465
2054605826,1.68948,1.69834,1.69183
2055684803,1.69028,1.69834,1.68901
2056764244,1.69109,1.69834,1.68619
2057843388,1.68787,1.69753,1.69747
2058922421,1.68787,1.69753,1.69747
2060001269,1.68867,1.69673,1.69465
2061080543,1.69512,1.69592,1.67209
2062159280,1.6927,1.69915,1.68055
2063238147,1.69189,1.70156,1.68337
2064321402,1.68948,1.70398,1.69183
2065399898,1.69028,1.70881,1.68901
2066479431,1.69753,1.7072,1.66363
2067558298,1.6927,1.7072,1.68055
2068636998,1.68948,1.70559,1.69183
2069716364,1.68464,1.70881,1.70875
2070797157,1.68867,1.71123,1.69465
2071875190,1.69109,1.71204,1.68619
2072954723,1.68948,1.70881,1.69183
2074037238,1.69028,1.70237,1.68901
2075117049,1.68948,1.70156,1.69183
2076195045,1.68625,1.70962,1.70311
2077273078,1.6927,1.71526,1.68055
2078352074,1.69109,1.71526,1.68619
2079430015,1.69512,1.70881,1.67209
2080507659,1.69673,1.70479,1.66645
2081584600,1.6927,1.69834,1.68055
2082664281,1.70479,1.69995,1.63825
2083765296,1.70237,1.70881,1.64671
2084817792,1.69673,1.70801,1.66645
2085896918,1.69592,1.70881,1.66927
2086975673,1.69109,1.69995,1.68619
2088054484,1.69109,1.69431,1.68619
2089133962,1.69109,1.69995,1.68619
2090213421,1.69189,1.70479,1.68337
2091292380,1.69431,1.71204,1.67491
2092371580,1.69028,1.70962,1.68901
2093449946,1.69109,1.70559,1.68619
2094533164,1.6927,1.70317,1.68055
2095632994,1.68706,1.70076,1.70029
2096710657,1.69028,1.7072,1.68901
2097790968,1.69351,1.71687,1.67773
2098870186,1.69189,1.71848,1.68337
2099948867,1.70156,1.71687,1.64953
2101027993,1.68867,1.70801,1.69465
2102106286,1.69512,1.69753,1.67209
2103185597,1.69109,1.70237,1.68619
2104267759,1.69028,1.71284,1.68901
2105347200,1.68867,1.71687,1.69465
2106425733,1.68867,1.71042,1.69465
2107504840,1.68706,1.70559,1.70029
2108584614,1.68948,1.69915,1.69183
2109663203,1.69351,1.70156,1.67773
2110742051,1.69512,1.70317,1.67209
2111821621,1.6927,1.70881,1.68055
2112900766,1.69592,1.70398,1.66927
2113983188,1.69351,1.69915,1.67773
2115060462,1.69431,1.69431,1.67491
2116137791,1.69915,1.69995,1.65799
2117214213,1.70076,1.70237,1.65235
2118293672,1.69028,1.70479,1.68901
2119370854,1.68787,1.70156,1.69747
2120448035,1.68867,1.70398,1.69465
2121525216,1.68706,1.70398,1.70029
2122603916,1.68706,1.7072,1.70029
2123686597,1.68948,1.7072,1.69183
2124762834,1.68384,1.70962,1.71157
2125841145,1.69109,1.70962,1.68619
2126920438,1.69189,1.71123,1.68337
2127999471,1.69189,1.71042,1.68337
2129078634,1.69673,1.71042,1.66645
2130158537,1.69431,1.71042,1.67491
2131237219,1.68948,1.71123,1.69183
2132315715,1.69915,1.7072,1.65799
2133395655,1.69995,1.70559,1.65517
2134478096,1.69189,1.70317,1.68337
2135556481,1.69109,1.70317,1.68619
2136635644,1.69028,1.70398,1.68901
2137714973,1.68948,1.70398,1.69183
2138793766,1.68948,1.70156,1.69183
2139872854,1.69189,1.69995,1.68337
2140952054,1.68706,1.69673,1.70029
2142031161,1.69028,1.69995,1.68901
2143110528,1.69351,1.69512,1.67773
2144193820,1.6927,1.69673,1.68055
2145272724,1.6927,1.70156,1.68055
2146351665,1.69592,1.70237,1.66927
2147431494,1.69351,1.70479,1.67773
2148509675,1.6927,1.70398,1.68055
2149588912,1.69995,1.70801,1.65517
2150668019,1.69673,1.70801,1.66645
2151747479,1.69189,1.70398,1.68337
2152824567,1.68706,1.70962,1.70029
2153906026,1.69028,1.71284,1.68901
2154982208,1.68787,1.70962,1.69747
2156060834,1.68948,1.71042,1.69183
2157139256,1.68867,1.71284,1.69465
2158214715,1.6927,1.7072,1.68055
2159294229,1.69592,1.7064,1.66927
2160373059,1.69189,1.70962,1.68337
2161452166,1.6927,1.70962,1.68055
2162531162,1.6927,1.71687,1.68055
2163610344,1.69512,1.71445,1.67209
2164689840,1.69753,1.70801,1.66363
2165768762,1.70479,1.70479,1.63825
2166847628,1.70237,1.70237,1.64671
2167926050,1.69109,1.7064,1.68619
2169005750,1.69109,1.70559,1.68619
2170084932,1.6927,1.69995,1.68055
2171164891,1.68706,1.69592,1.70029
2172242979,1.69109,1.68867,1.68619
2173321624,1.69109,1.69834,1.68619
2174403916,1.68948,1.70398,1.69183
2175482709,1.68867,1.7064,1.69465
2176561520,1.69028,1.70076,1.68901
2177640534,1.68948,1.69673,1.69183
2178719845,1.69351,1.69995,1.67773
2179798212,1.6927,1.70237,1.68055
2180877708,1.69109,1.71204,1.68619
2181956111,1.68948,1.71284,1.69183
2183035959,1.69753,1.71204,1.66363
2184117641,1.69512,1.7064,1.67209
2185196822,1.69028,1.70479,1.68901
2186275189,1.68787,1.70801,1.69747
2187354240,1.68706,1.7072,1.70029
2188434218,1.68948,1.71284,1.69183
2189511825,1.68948,1.7064,1.69183
2190589655,1.68787,1.70317,1.69747
2191665762,1.69028,1.70398,1.68901
2192744480,1.68948,1.70479,1.69183
2193825421,1.69512,1.70881,1.67209
2194900361,1.69753,1.70156,1.66363
2195976932,1.69351,1.70076,1.67773
2197055557,1.69028,1.69915,1.68901
2198135535,1.69431,1.69753,1.67491
2199214976,1.69915,1.69995,1.65799
2200293972,1.69915,1.70317,1.65799
2201372672,1.69109,1.71042,1.68619
2202452131,1.68706,1.7072,1.70029
2203531460,1.69028,1.69834,1.68901
2204614012,1.6927,1.69673,1.68055
2205692934,1.68867,1.70398,1.69465
2206771893,1.69351,1.7072,1.67773
2207850834,1.68545,1.71365,1.70593
2208929237,1.68142,1.71365,1.72003
2210009178,1.69028,1.7064,1.68901
2211088100,1.69189,1.70156,1.68337
2212166670,1.69028,1.70559,1.68901
2213246425,1.68706,1.70881,1.70029
2214327977,1.68867,1.71284,1.69465
2215407288,1.69189,1.70962,1.68337
2216486618,1.70156,1.71204,1.64953
2217565540,1.69673,1.7064,1.66645
2218644610,1.69189,1.71042,1.68337
2219724217,1.68867,1.70801,1.69465
2220802454,1.68948,1.70559,1.69183
2221882191,1.69189,1.70559,1.68337
2222960854,1.69109,1.70398,1.68619
2224043868,1.68867,1.69995,1.69465
2225121420,1.69189,1.70076,1.68337
2226200064,1.69189,1.70156,1.68337
2227277505,1.69512,1.69351,1.67209
2228355686,1.6927,1.70479,1.68055
2229431738,1.6927,1.70801,1.68055
2230511308,1.69592,1.71042,1.66927
2231587804,1.69512,1.70801,1.67209
2232664467,1.70237,1.70398,1.64671
2233773000,1.7064,1.70479,1.63261
2234823219,1.69109,1.70237,1.68619
2235902122,1.68867,1.70881,1.69465
2236981267,1.68625,1.71365,1.70311
2238060078,1.68948,1.71042,1.69183
2239138889,1.69028,1.70881,1.68901
2240217996,1.68867,1.71042,1.69465
2241297344,1.68464,1.7072,1.70875
2242376192,1.68948,1.71042,1.69183
2243455206,1.69109,1.71204,1.68619
2244537351,1.6927,1.71042,1.68055
2245616865,1.69189,1.70801,1.68337
2246695510,1.69189,1.70317,1.68337
2247774635,1.69028,1.69995,1.68901
2248853650,1.69189,1.70559,1.68337
2249933054,1.69995,1.70962,1.65517
2251011957,1.69673,1.70317,1.66645
2252091120,1.69189,1.69915,1.68337
2253170227,1.68867,1.69995,1.69465
2254252390,1.68706,1.70076,1.70029
2255331886,1.68948,1.69431,1.69183
2256410956,1.68948,1.69512,1.69183
2257489897,1.69028,1.69834,1.68901
2258569004,1.68948,1.70398,1.69183
2259648297,1.6927,1.70398,1.68055
2260727811,1.69431,1.69995,1.67491
2261806659,1.69109,1.69834,1.68619
2262885193,1.68867,1.70479,1.69465
2263966800,1.68948,1.71042,1.69183
2265043407,1.68706,1.71365,1.70029
2266119959,1.69915,1.71687,1.65799
2267198955,1.69592,1.71204,1.66927
2268277062,1.6927,1.70962,1.68055
2269354725,1.68706,1.70881,1.70029
2270430925,1.68948,1.7072,1.69183
2271510384,1.69028,1.70962,1.68901
2272589491,1.69189,1.7072,1.68337
2273672061,1.69431,1.70076,1.67491
2274738354,1.68706,1.70962,1.70029
2275814202,1.69028,1.71204,1.68901
2276890457,1.68867,1.70881,1.69465
2277966213,1.6927,1.70559,1.68055
2279042857,1.69351,1.69834,1.67773
2280119075,1.6927,1.69673,1.68055
2281195220,1.69753,1.69915,1.66363
2282271401,1.69431,1.70398,1.67491
2283346694,1.70237,1.7072,1.64671
2284434134,1.69753,1.70156,1.66363
2285512001,1.69189,1.69351,1.68337
2286590700,1.68867,1.69753,1.69465
2287669197,1.68706,1.69995,1.70029
2288748322,1.68948,1.70398,1.69183
2289826448,1.69109,1.7064,1.68619
2290904833,1.68545,1.7072,1.70593
2291983144,1.68867,1.70156,1.69465
2293061511,1.68867,1.70881,1.69465
2294143599,1.68706,1.71365,1.70029
2295221855,1.69189,1.71123,1.68337
2296320240,1.69109,1.71365,1.68619
2297398180,1.6927,1.71042,1.68055
2298476917,1.68948,1.70801,1.69183
2299555043,1.69995,1.71042,1.65517
2300634150,1.69753,1.71204,1.66363
2301710480,1.68948,1.70881,1.69183
2302787883,1.68545,1.70559,1.70593
2303889472,1.68948,1.70801,1.69183
2304942765,1.69351,1.70881,1.67773
2306020168,1.6927,1.70156,1.68055
2307097572,1.69189,1.69995,1.68337
2308172253,1.69431,1.69834,1.67491
2309250582,1.69351,1.70317,1.67773
2310329264,1.69351,1.69915,1.67773
2311407334,1.69512,1.69512,1.67209
2312486423,1.69351,1.69915,1.67773
2313564345,1.69431,1.69915,1.67491
2314646322,1.6927,1.70317,1.68055
2315725004,1.69834,1.7072,1.66081
2316803222,1.70237,1.70317,1.64671
2317881459,1.68948,1.69995,1.69183
2318960122,1.69351,1.70317,1.67773
2320038933,1.68948,1.70398,1.69183
2321117114,1.68384,1.7072,1.71157
2322195647,1.68625,1.71123,1.70311
2323274032,1.69109,1.7072,1.68619
2324357343,1.68867,1.70237,1.69465
2325434543,1.68625,1.70398,1.70311
2326513132,1.68625,1.70559,1.70311
2327591776,1.68867,1.7064,1.69465
2328670198,1.68948,1.71042,1.69183
2329749046,1.69028,1.71042,1.68901
2330827061,1.69109,1.70801,1.68619
2331905631,1.68948,1.70479,1.69183
2332983553,1.70237,1.70801,1.64671
2334065438,1.69753,1.70962,1.66363
2335143305,1.6927,1.70801,1.68055
2336222079,1.69109,1.70237,1.68619
2337300167,1.68948,1.69995,1.69183
2338379015,1.69109,1.69512,1.68619
2339456141,1.68948,1.69109,1.69183
2340533045,1.6927,1.70156,1.68055
2341609041,1.68867,1.70881,1.69465
2342687019,1.6927,1.70559,1.68055
2343789478,1.69189,1.7072,1.68337
2344841326,1.69351,1.70398,1.67773
2345916951,1.69995,1.70237,1.65517
2346995559,1.69109,1.70801,1.68619
2348074647,1.68948,1.71123,1.69183
2349152532,1.69995,1.71445,1.65517
2350231214,1.69995,1.71123,1.65517
2351309562,1.69512,1.70801,1.67209
2352388076,1.69028,1.70801,1.68901
2353466813,1.68706,1.71123,1.70029
2354548180,1.68706,1.71445,1.70029
2355627343,1.68625,1.71284,1.70311
2356705820,1.68948,1.70962,1.69183
2357784613,1.68706,1.70156,1.70029
2358862739,1.68867,1.70237,1.69465
2359941253,1.69028,1.70317,1.68901
2361020342,1.68867,1.70881,1.69465
2362098171,1.6927,1.71284,1.68055
2363176612,1.69351,1.7064,1.67773
2364256293,1.69431,1.69673,1.67491
2365333697,1.69189,1.69028,1.68337
2366412637,1.69995,1.69673,1.65517
2367490634,1.69592,1.70801,1.66927
2368569445,1.69109,1.70559,1.68619
2369647570,1.68706,1.69995,1.70029
2370726567,1.69189,1.6927,1.68337
2371805507,1.68948,1.69028,1.69183
2372883911,1.68948,1.70398,1.69183
2373965222,1.69189,1.70317,1.68337
2375044458,1.6927,1.71365,1.68055
2376120899,1.68706,1.7072,1.70029
2377199469,1.68787,1.69915,1.69747
2378276669,1.6927,1.70237,1.68055
2379353554,1.68787,1.70801,1.69747
2380429310,1.69109,1.71526,1.68619
2381507176,1.69431,1.71687,1.67491
2382584598,1.70237,1.71606,1.64671
2383684335,1.69915,1.7072,1.65799
2384740516,1.69351,1.70237,1.67773
2385818550,1.68867,1.70398,1.69465
2386896805,1.68867,1.7072,1.69465
2387975894,1.68625,1.70962,1.70311
2389054094,1.68948,1.7072,1.69183
2390132516,1.69028,1.70156,1.68901
2391210882,1.68867,1.69995,1.69465
2392289101,1.69028,1.70076,1.68901
2393367208,1.69351,1.70559,1.67773
2394450019,1.69512,1.70398,1.67209
2395528237,1.69431,1.70076,1.67491
2396626030,1.69109,1.69512,1.68619
2397703655,1.69351,1.69351,1.67773
2398782892,1.6927,1.69592,1.68055
2399861851,1.70237,1.70881,1.64671
2400939940,1.69512,1.71042,1.67209
2402018214,1.69109,1.70317,1.68619
2403097043,1.68706,1.69915,1.70029
2404178928,1.68706,1.69995,1.70029
2405257313,1.68706,1.7064,1.70029
2406336328,1.69189,1.71929,1.68337
2407414584,1.68867,1.71606,1.69465
2408493154,1.68787,1.71123,1.69747
2409571335,1.68948,1.7072,1.69183
2410649942,1.69028,1.71042,1.68901
2411727772,1.69512,1.71204,1.67209
2412805916,1.69512,1.71526,1.67209
2413888616,1.69028,1.71526,1.68901
2414965427,1.69189,1.70962,1.68337
2416042608,1.69915,1.71123,1.65799
2417118530,1.69834,1.70881,1.66081
2418197360,1.69351,1.71445,1.67773
2419274226,1.6927,1.71284,1.68055
2420351926,1.68948,1.70881,1.69183
2421427274,1.69431,1.69592,1.67491
2422505511,1.69109,1.69431,1.68619
2423584415,1.69028,1.69673,1.68901
2424663781,1.68867,1.7064,1.69465
2425742055,1.69028,1.71848,1.68901
2426819977,1.68787,1.70479,1.69747
2427898418,1.69028,1.69834,1.68901
2428977821,1.69431,1.69431,1.67491
2430055929,1.69431,1.69915,1.67491
2431134443,1.69431,1.71365,1.67491
2432212643,1.6927,1.7209,1.68055
2433291602,1.69834,1.71848,1.66081
2434373302,1.69189,1.70317,1.68337
2435452317,1.68787,1.69673,1.69747
2436530424,1.68787,1.70398,1.69747
2437609420,1.68706,1.71284,1.70029
2438687879,1.68948,1.71848,1.69183
2439766246,1.68464,1.71445,1.70875
2440845001,1.68384,1.69834,1.71157
2441922831,1.69109,1.69753,1.68619
2443002142,1.68787,1.70559,1.69747
2444083471,1.6927,1.71284,1.68055
2445161708,1.69028,1.71445,1.68901
2446240297,1.69189,1.71042,1.68337
2447318848,1.69109,1.69995,1.68619
2448397215,1.69109,1.69512,1.68619
2449475618,1.70156,1.69834,1.64953
2450554392,1.70237,1.70559,1.64671
2451634333,1.69028,1.70559,1.68901
2452711144,1.68625,1.69834,1.70311
2453791955,1.68787,1.69431,1.69747
2454864155,1.69109,1.69431,1.68619
2455943040,1.69028,1.69834,1.68901
2457020017,1.69189,1.70559,1.68337
2458097217,1.68787,1.70559,1.69747
2459172732,1.69109,1.70237,1.68619
2460251339,1.69028,1.69915,1.68901
2461329872,1.69351,1.70076,1.67773
2462408998,1.69351,1.70801,1.67773
2463487976,1.69431,1.70881,1.67491
2464569620,1.69109,1.71042,1.68619
2465648005,1.69028,1.70962,1.68901
2466726094,1.69995,1.71768,1.65517
2467805034,1.69189,1.71204,1.68337
2468883419,1.69109,1.70962,1.68619
2469961675,1.68625,1.7072,1.70311
2471040615,1.68867,1.70479,1.69465
2472118278,1.68787,1.70479,1.69747
2473196793,1.68867,1.7064,1.69465
2474278511,1.68867,1.70156,1.69465
2475356859,1.69109,1.70479,1.68619
2476436244,1.68948,1.7064,1.69183
2477514611,1.69109,1.69753,1.68619
2478592218,1.69189,1.70076,1.68337
2479670677,1.6927,1.69995,1.68055
2480749377,1.69351,1.70317,1.67773
2481827558,1.6927,1.69995,1.68055
2482906166,1.70156,1.69915,1.64953
2483988328,1.69834,1.70076,1.66081
2485066602,1.6927,1.70398,1.68055
2486145154,1.68706,1.70237,1.70029
2487223706,1.68867,1.70237,1.69465
2488301683,1.68867,1.70317,1.69465
2489380457,1.68706,1.70398,1.70029
2490457398,1.69109,1.70237,1.68619
2491534876,1.68948,1.7072,1.69183
2492610742,1.69028,1.71526,1.68901
2493691775,1.68948,1.71606,1.69183
2494765920,1.69512,1.71526,1.67209
2495843138,1.69592,1.71123,1.66927
2496918875,1.6927,1.70559,1.68055
2497997686,1.69592,1.71204,1.66927
2499075812,1.69592,1.71526,1.66927
2500154789,1.70559,1.71606,1.63543
2501233471,1.69351,1.71365,1.67773
2502312004,1.69109,1.70479,1.68619
2503390926,1.68948,1.70398,1.69183
2504472940,1.68948,1.7064,1.69183
2505551529,1.69109,1.70237,1.68619
2506629599,1.69189,1.7064,1.68337
2507708651,1.68948,1.69592,1.69183
2508787332,1.69189,1.69592,1.68337
2509865255,1.69028,1.69592,1.68901
2510943806,1.69189,1.69834,1.68337
2512022654,1.69189,1.70479,1.68337
2513100910,1.69109,1.70317,1.68619
2514182647,1.69189,1.70398,1.68337
2515260920,1.69189,1.70479,1.68337
2516339213,1.70076,1.70156,1.65235
2517417505,1.69512,1.70317,1.67209
2518495520,1.69028,1.70962,1.68901
2519574701,1.68223,1.71042,1.71721
2520652012,1.68545,1.70962,1.70593
2521731490,1.68625,1.70237,1.70311
2522810468,1.68787,1.70479,1.69747
2523891667,1.68948,1.7072,1.69183
2524969423,1.68867,1.71204,1.69465
2526047752,1.68948,1.71365,1.69183
2527125730,1.69109,1.71042,1.68619
2528202745,1.69109,1.70398,1.68619
2529280537,1.69109,1.71204,1.68619
2530355663,1.69431,1.70317,1.67491
2531433844,1.69431,1.70962,1.67491
2532513451,1.70076,1.71204,1.65235
2533588411,1.70317,1.70317,1.64389
2534665055,1.69592,1.70076,1.66927
2535743699,1.6927,1.69915,1.68055
2536822825,1.68787,1.70076,1.69747
2537900469,1.68787,1.69673,1.69747
2538979447,1.69109,1.69915,1.68619
2540058536,1.69189,1.69673,1.68337
2541136143,1.69028,1.70398,1.68901
2542214954,1.68948,1.69995,1.69183
2543293265,1.6927,1.7064,1.68055
2544381298,1.68948,1.69995,1.69183
2545457887,1.6927,1.70398,1.68055
2546536012,1.69189,1.70156,1.68337
2547613953,1.69028,1.71445,1.68901
2548692505,1.68706,1.71606,1.70029
2549770908,1.69995,1.71284,1.65517
2550849071,1.69512,1.71284,1.67209
2551927938,1.68625,1.70881,1.70311
2553005693,1.68223,1.70479,1.71721
2554108448,1.68545,1.70479,1.70593
2555170259,1.68545,1.71445,1.70593
2556246218,1.68625,1.70962,1.70311
2557326029,1.69109,1.70317,1.68619
2558396637,1.68867,1.70398,1.69465
2559474855,1.68867,1.70317,1.69465
2560559259,1.69592,1.7064,1.66927
2561638977,1.69431,1.70398,1.67491
2562717640,1.69512,1.69753,1.67209
2563794395,1.6927,1.69673,1.68055
2564874447,1.69189,1.69995,1.68337
2565951221,1.69995,1.70559,1.65517
2567027939,1.69995,1.70398,1.65517
2568105269,1.69512,1.69834,1.67209
2569182876,1.68948,1.69592,1.69183
2570254168,1.68948,1.70479,1.69183
2571331313,1.68706,1.70801,1.70029
2572407068,1.68706,1.7072,1.70029
2573491638,1.68948,1.70398,1.69183
2574575801,1.68867,1.70317,1.69465
2575654945,1.68545,1.7072,1.70593
2576733997,1.69028,1.71284,1.68901
2577811938,1.6927,1.71284,1.68055
2578891656,1.69109,1.71284,1.68619
2579969763,1.69431,1.7072,1.67491
2581048463,1.69109,1.70237,1.68619
2582126978,1.69431,1.70398,1.67491
2583206122,1.69995,1.70801,1.65517
2584285174,1.69673,1.71042,1.66645
2585363855,1.69109,1.70881,1.68619
2586442222,1.68545,1.69915,1.70593
2587521458,1.68867,1.69834,1.69465
2588593121,1.68706,1.70076,1.70029
2589677914,1.68867,1.69592,1.69465
2590757243,1.6927,1.7064,1.68055
2591835888,1.68706,1.70076,1.70029
2592914069,1.68948,1.69189,1.69183
2593996954,1.69351,1.68867,1.67773
2595075598,1.69351,1.68948,1.67773
2596146613,1.69189,1.69995,1.68337
2597253868,1.69109,1.70881,1.68619
2598331012,1.69109,1.70801,1.68619
2599409972,1.69995,1.70398,1.65517
2600488597,1.69915,1.69915,1.65799
2601567705,1.69189,1.70317,1.68337
2602644645,1.68787,1.7064,1.69747
2603725530,1.68787,1.71284,1.69747
2604798489,1.68867,1.71204,1.69465
2605874800,1.68867,1.7072,1.69465
2606953056,1.68948,1.7072,1.69183
2608030978,1.68787,1.7072,1.69747
2609106548,1.6927,1.70881,1.68055
2610185174,1.69189,1.71042,1.68337
2611263411,1.69512,1.70559,1.67209
2612341685,1.69512,1.70881,1.67209
2613420644,1.68867,1.70479,1.69465
2614503436,1.69028,1.70398,1.68901
2615582043,1.69431,1.71365,1.67491
2616660854,1.70317,1.71284,1.64389
2617738813,1.69915,1.7064,1.65799
2618817254,1.69512,1.69592,1.67209
2619896195,1.69028,1.69431,1.68901
2620974154,1.68303,1.69673,1.71439
2622052631,1.69028,1.70156,1.68901
2623125165,1.68867,1.70801,1.69465
2624213587,1.68545,1.69834,1.70593
2625292231,1.68706,1.69431,1.70029
2626370560,1.69028,1.69431,1.68901
2627448853,1.69189,1.70237,1.68337
2628527460,1.69028,1.7064,1.68901
2629606104,1.68706,1.70962,1.70029
2630684415,1.68867,1.70881,1.69465
2631762930,1.69189,1.70559,1.68337
2632834945,1.69834,1.70881,1.66081
2633916570,1.69995,1.70962,1.65517
2635001826,1.6927,1.71526,1.68055
2636080600,1.68625,1.71365,1.70311
2637158892,1.68867,1.70801,1.69465
2638237666,1.69109,1.7064,1.68619
2639316422,1.68948,1.70398,1.69183
2640393381,1.68787,1.70479,1.69747
2641471414,1.68867,1.71123,1.69465
2642548188,1.69189,1.70801,1.68337
2643623684,1.69028,1.7064,1.68901
2644703569,1.69512,1.70317,1.67209
2645780047,1.69592,1.69592,1.66927
2646855876,1.69915,1.70156,1.65799
2647934909,1.69431,1.70559,1.67491
2649012850,1.69431,1.69995,1.67491
2650092235,1.69753,1.69995,1.66363
2651170194,1.69753,1.69995,1.66363
2652248653,1.68867,1.70156,1.69465
2653327334,1.68625,1.71123,1.70311
2654409553,1.68787,1.7072,1.69747
2655487605,1.69431,1.69673,1.67491
2656566527,1.69351,1.69753,1.67773
2657639301,1.68706,1.70479,1.70029
2658723686,1.68545,1.70962,1.70593
2659802885,1.69189,1.70881,1.68337
2660880863,1.69028,1.70479,1.68901
2661959526,1.68948,1.70398,1.69183
2663038244,1.69351,1.70317,1.67773
2664120685,1.68867,1.70398,1.69465
2665198922,1.68948,1.7072,1.69183
2666277103,1.69673,1.71204,1.66645
2667355951,1.69915,1.70801,1.65799
2668434688,1.6927,1.70559,1.68055
2669513628,1.68787,1.69995,1.69747
2670585273,1.68787,1.7072,1.69747
2671663473,1.68948,1.7072,1.69183
2672747987,1.68867,1.70156,1.69465
2673831724,1.6927,1.70479,1.68055
2674906331,1.6927,1.70156,1.68055
2675985457,1.69351,1.70076,1.67773
2677063472,1.6927,1.69512,1.68055
2678141561,1.69028,1.69915,1.68901
2679218335,1.69189,1.69915,1.68337
2680296164,1.69592,1.70156,1.66927
2681371938,1.69512,1.70237,1.67209
2682450342,1.69592,1.70559,1.66927
2683528078,1.70317,1.70398,1.64389
2684607463,1.69351,1.70398,1.67773
2685686015,1.68948,1.70398,1.69183
2686764715,1.69028,1.70559,1.68901
2687842989,1.68706,1.70881,1.70029
2688921411,1.68867,1.70962,1.69465
2690000463,1.6927,1.7072,1.68055
2691078588,1.68706,1.70398,1.70029
2692150603,1.69431,1.70559,1.67491
2693234636,1.69512,1.70881,1.67209
2694317873,1.69109,1.7064,1.68619
2695395703,1.69109,1.70479,1.68619
2696474328,1.68948,1.70156,1.69183
2697572565,1.69028,1.69995,1.68901
2698650395,1.69189,1.69915,1.68337
2699729206,1.70076,1.70479,1.65235
2700807887,1.69753,1.70559,1.66363
2701886513,1.69351,1.70398,1.67773
2702964768,1.68787,1.70156,1.69747
2704047783,1.68948,1.69673,1.69183
2705126075,1.6927,1.69189,1.68055
2706204608,1.6927,1.69834,1.68055
2707276623,1.69109,1.70559,1.68619
2708354045,1.69109,1.70398,1.68619
2709432578,1.69351,1.70237,1.67773
2710517445,1.69109,1.69753,1.68619
2711596071,1.69512,1.70156,1.67209
2712674474,1.69431,1.70962,1.67491
2713780785,1.69028,1.71445,1.68901
2714831670,1.69109,1.71768,1.68619
2715908222,1.69753,1.71204,1.66363
2716984977,1.70237,1.70801,1.64671
2718060325,1.6927,1.70317,1.68055
2719138673,1.68867,1.70881,1.69465
2720216095,1.6927,1.71123,1.68055
2721293406,1.69512,1.71284,1.67209
2722368958,1.6927,1.70962,1.68055
2723447306,1.69512,1.70156,1.67209
2724530006,1.68948,1.70076,1.69183
2725607484,1.69189,1.70479,1.68337
2726679832,1.68867,1.71204,1.69465
2727764180,1.68867,1.70962,1.69465
2728843046,1.69431,1.70156,1.67491
2729921764,1.69431,1.69673,1.67491
2731000075,1.6927,1.69189,1.68055
2732079164,1.69351,1.69673,1.67773
2733157568,1.7072,1.70317,1.62979
2734239582,1.69753,1.69995,1.66363
2735316967,1.69673,1.69915,1.66645
2736395815,1.68948,1.69512,1.69183
2737474700,1.68545,1.69753,1.70593
2738552956,1.68787,1.70076,1.69747
2739631878,1.68625,1.70237,1.70311
2740710485,1.68545,1.70559,1.70593
2741788667,1.68625,1.70801,1.70311
2742867329,1.68948,1.70398,1.69183
2743949566,1.68948,1.70801,1.69183
2745020285,1.69028,1.70881,1.68901
2746098984,1.69351,1.71445,1.67773
2747177481,1.6927,1.71445,1.68055
2748262347,1.69028,1.71365,1.68901
2749341454,1.69673,1.70801,1.66645
2750419413,1.69995,1.70398,1.65517
2751496798,1.69431,1.70317,1.67491
2752575832,1.68706,1.70317,1.70029
2753656217,1.68706,1.70479,1.70029
2754730972,1.69028,1.70398,1.68901
2755805950,1.6927,1.69915,1.68055
2756884594,1.68787,1.70076,1.69747
2757961257,1.68948,1.69995,1.69183
2759038753,1.69109,1.69753,1.68619
2760114657,1.69189,1.6927,1.68337
2761186431,1.69189,1.69673,1.68337
2762271075,1.68948,1.69592,1.69183
2763349812,1.69109,1.70237,1.68619
2764431956,1.69431,1.70398,1.67491
2765509693,1.69592,1.70317,1.66927
2766588837,1.70156,1.70237,1.64953
2767666926,1.69592,1.70479,1.66927
2768745218,1.68706,1.69592,1.70029
2769823881,1.68464,1.70076,1.70875
2770902637,1.68545,1.71284,1.70593
2771980910,1.68545,1.71123,1.70593
2773059258,1.68303,1.70881,1.71439
2774142014,1.68706,1.7064,1.70029
2775220010,1.68867,1.69512,1.69465
2776298395,1.6927,1.70398,1.68055
2777377262,1.69351,1.71123,1.67773
2778455813,1.6927,1.71687,1.68055
2779533902,1.69109,1.71284,1.68619
2780612639,1.69189,1.69512,1.68337
2781690728,1.68948,1.6927,1.69183
2782770853,1.69915,1.70156,1.65799
2783867535,1.70076,1.70881,1.65235
2784920012,1.69592,1.71123,1.66927
2786004731,1.69028,1.70237,1.68901
2787083653,1.68787,1.69189,1.69747
2788162019,1.68948,1.69351,1.69183
2789240849,1.68867,1.69915,1.69465
2790318993,1.69512,1.70962,1.67209
2791395804,1.69109,1.7072,1.68619
2792473559,1.68787,1.69995,1.69747
2793550685,1.6927,1.69673,1.68055
