Timestamp, Engine Vibration, Chassis Vibration (error), Reference Signal, inverse
4251972165,-0.0096885,-0.00896773,0,0
4253051622,-0.00888276,-0.00655076,0,0
4254130857,-0.0064658,-0.00252244,0,0
4255209999,-0.0129111,-0.00574514,0,0
4256289067,-0.0112999,-0.00413379,0,0
4257368024,-0.00163186,-0.000105469,0,0
4258446926,-0.00163186,-0.00171682,0,0
4259526234,-0.00324321,-0.000105469,0,0
4260609451,0.00159084,0.0023115,0,0
4261688334,0.00803613,0.000700148,0,0
4262767624,0.00884175,-0.00171682,0,0
4263846618,0.0112588,0.00472847,0,0
4264925464,0.00642478,0.0103681,0,0
4266004477,0.00642478,0.000700148,0,0
4267083601,0.00642478,-0.00252244,0,0
4268162317,0.00803613,-0.0105791,0,0
4269241626,0.0144814,-0.00332817,0,0
4270324305,0.00481343,-0.00252244,0,0
4271401781,0.00481343,-0.00574514,0,0
4272479923,0.000785109,-0.00252244,0,0
4273557454,-2.05078e-05,0.000700148,0,0
4274635133,0.00159084,-0.00171682,0,0
4275712776,0.0032022,0.00150588,0,0
4276791659,-2.05078e-05,0.0023115,0,0
4277869264,-0.000826124,0.00392285,0,0
4278945832,-0.00163186,-0.000105469,0,0
4280028641,0.00159084,0.00150588,0,0
4281108116,-0.00566018,0.00956252,0,0
4282206851,-0.00566018,0.00795117,0,0
4283285345,-0.0096885,-0.00574514,0,0
4284364562,-0.00727153,-0.00896773,0,0
4285443778,-0.00888276,-0.00735649,0,0
4286522994,-0.00727153,-0.00816211,0,0
4287602192,-0.0096885,-0.00655076,0,0
4288681149,-0.0096885,-0.00735649,0,0
4289760291,-0.0096885,-0.00493941,0,0
4290838730,-0.00163186,-0.00655076,0,0
4291918409,-0.00324321,-0.000911085,0,0
4292997551,-0.0096885,-0.00252244,0,0
4294076601,-0.00566018,-0.00171682,0,0
4295156003,-0.00243748,0.00472847,0,0
4296235145,0.0144814,-0.00413379,0,0
4297313694,0.00964748,0.00472847,0,0
4298392818,0.000785109,0.0103681,0,0
4299471701,-0.00324321,0.00311724,0,0
4300554454,-0.000826124,-0.000911085,0,0
4301633652,0.00400781,-0.00735649,0,0
4302712980,0.00723052,-0.00413379,0,0
4303792085,0.00159084,-0.00332817,0,0
4304871412,-0.00727153,-0.00171682,0,0
4305950166,-0.00324321,-0.00735649,0,0
4307027678,-0.00163186,-0.00493941,0,0
4308105672,0.00481343,-0.00252244,0,0
4309183055,-0.00243748,-0.00332817,0,0
4310264846,-0.00888276,0.00311724,0,0
4311342247,-0.0129111,0.00311724,0,0
4312421353,-0.00888276,-0.000911085,0,0
4313499291,0.00159084,-0.000105469,0,0
4314576526,0.00803613,0.0103681,0,0
4315653094,-0.0096885,0.00633982,0,0
4316731922,-0.0137168,-0.00252244,0,0
4317811156,-0.0177451,-0.00655076,0,0
4318890299,-0.00888276,-0.0105791,0,0
4319973015,0.00239646,-0.00655076,0,0
4321051842,-0.000826124,-0.00332817,0,0
4322130892,-0.0201621,-0.00574514,0,0
4323210053,-0.0129111,-0.000105469,0,0
4324289399,0.00723052,-0.00171682,0,0
4325368356,0.0201211,0.00150588,0,0
4326447202,0.0032022,0.00472847,0,0
4327526455,0.000785109,0.00472847,0,0
4328605653,-0.00163186,0.00714556,0,0
4329684684,0.00723052,0.0023115,0,0
4330764567,0.0185097,0.00795117,0,0
4331842376,0.0160928,0.00714556,0,0
4332922481,0.00400781,0.00311724,0,0
4334001420,-0.00324321,-0.00655076,0,0
4335080580,0.0032022,-0.00816211,0,0
4336159778,0.0104531,-0.00655076,0,0
4337238939,0.0128701,-0.00735649,0,0
4338318303,0.00964748,-0.00493941,0,0
4339397279,-0.00404883,-0.00332817,0,0
4340480699,-0.00324321,-0.000911085,0,0
4341559656,-0.00163186,-0.000105469,0,0
4342638613,0.0032022,0.000700148,0,0
4343717755,0.00400781,0.000700148,0,0
4344795361,-0.00404883,0.000700148,0,0
4345872873,-0.0112999,0.00150588,0,0
4346950886,-0.00243748,0.00150588,0,0
4348028732,-0.00163186,0.0055342,0,0
4349106874,-0.00243748,0.00311724,0,0
4350185887,-0.0096885,-0.000911085,0,0
4351259066,-0.0096885,-0.00896773,0,0
4352332042,-0.0096885,-0.00896773,0,0
4353407925,-0.0096885,-0.00977346,0,0
4354483493,-0.00727153,-0.00735649,0,0
4355559357,-0.00807715,-0.00655076,0,0
4356635111,-0.00566018,-0.00493941,0,0
4357710568,-0.00566018,-0.00413379,0,0
4358786543,0.00642478,0.000700148,0,0
4359888222,0.00884175,0.0055342,0,0
4360945383,-0.00485444,0.00311724,0,0
4362024600,0.00481343,0.00311724,0,0
4363103612,0.00561916,0.00392285,0,0
4364182921,0.0136758,0.00714556,0,0
4365262193,0.00964748,0.00956252,0,0
4366341224,0.00642478,0.00472847,0,0
4367420052,-0.00404883,-0.00413379,0,0
4368499472,0.00159084,-0.00574514,0,0
4369578447,0.00964748,-0.00816211,0,0
4370661330,0.0032022,-0.00574514,0,0
4371739861,0.00159084,-0.00332817,0,0
4372818707,0.00159084,-0.00574514,0,0
4373898053,-0.00324321,-0.000105469,0,0
4374977066,0.00400781,-0.000105469,0,0
4376056690,-2.05078e-05,0.00472847,0,0
4377135776,0.000785109,0.00472847,0,0
4378214678,-0.00888276,0.00311724,0,0
4379293450,0.000785109,-0.000911085,0,0
4380376703,-0.00404883,-0.000105469,0,0
4381455364,-0.00163186,0.00714556,0,0
4382533228,-0.00727153,-0.000105469,0,0
4383611167,-0.00727153,-0.00493941,0,0
4384688661,-0.00807715,-0.0121904,0,0
4385766488,-0.0145224,-0.00735649,0,0
4386844001,-0.0112999,-0.00252244,0,0
4387923902,-0.0064658,-0.00735649,0,0
4389000823,-0.0104941,-0.00816211,0,0
4390082335,-0.0129111,-0.00493941,0,0
4391158070,-0.00485444,-0.000911085,0,0
4392237083,-0.00807715,0.00150588,0,0
4393316003,-0.00163186,0.00150588,0,0
4394394441,-0.00163186,0.0023115,0,0
4395474102,-0.00243748,0.000700148,0,0
4396553281,0.0032022,-0.00171682,0,0
4397631738,0.00723052,0.0023115,0,0
4398711325,0.0112588,0.00633982,0,0
4399790226,0.0112588,0.00633982,0,0
4400868276,-0.00485444,-0.00332817,0,0
4401948066,-2.05078e-05,-0.00332817,0,0
4403026783,0.00964748,-0.00655076,0,0
4404105351,0.0136758,-0.00493941,0,0
4405184215,0.0104531,-0.00332817,0,0
4406263006,0.00561916,-0.00171682,0,0
4407341981,-0.00485444,0.00150588,0,0
4408420883,-2.05078e-05,-0.000105469,0,0
4409499747,0.00400781,0.0023115,0,0
4410582871,0.00400781,0.00311724,0,0
4411661384,0.00400781,0.00150588,0,0
4412740711,-0.00243748,0.00311724,0,0
4413819502,-0.00243748,0.000700148,0,0
4414897755,-0.00404883,0.00311724,0,0
4415976638,-0.00163186,0.00392285,0,0
4417055873,-0.00888276,-0.00332817,0,0
4418134848,-0.00807715,-0.00413379,0,0
4419213509,-0.0104941,-0.00574514,0,0
4420295040,-0.00888276,-0.0113848,0,0
4421372182,0.000785109,-0.00896773,0,0
4422449510,-0.00727153,-0.00574514,0,0
4423527245,-0.00404883,-0.00413379,0,0
4424604239,-0.00163186,-0.00332817,0,0
4425683511,0.00481343,0.00150588,0,0
4426760986,-2.05078e-05,0.00150588,0,0
4427837221,-0.00404883,-0.000105469,0,0
4428915993,0.000785109,-0.000105469,0,0
4429998487,0.00884175,0.00150588,0,0
4431077370,0.0128701,0.00875679,0,0
4432156068,0.00723052,0.0103681,0,0
4433235118,0.0032022,-0.00655076,0,0
4434314167,-0.00243748,-0.00493941,0,0
4435393143,0.00561916,-0.00735649,0,0
4436472322,0.00884175,-0.00332817,0,0
4437551075,0.00481343,-0.00655076,0,0
4438629755,-0.00163186,-0.00332817,0,0
4439708453,0.00239646,-0.00655076,0,0
4440787836,-2.05078e-05,-0.00252244,0,0
4441866644,0.0032022,0.000700148,0,0
4442945509,-2.05078e-05,0.0023115,0,0
4444024114,-0.00163186,0.0023115,0,0
4445103553,-0.00807715,0.00150588,0,0
4446181954,-0.00566018,-0.000105469,0,0
4447260726,0.00239646,0.0023115,0,0
4448339813,-0.00566018,0.00633982,0,0
4449418622,-0.00566018,0.00392285,0,0
4450501356,-0.00888276,0.00150588,0,0
4451580017,-0.00807715,-0.00816211,0,0
4452658863,-0.00324321,-0.00977346,0,0
4453737450,-0.0096885,-0.00574514,0,0
4454816703,-0.0104941,-0.00574514,0,0
4455895438,-0.0129111,-0.00413379,0,0
4456973191,0.00642478,-0.00171682,0,0
4458049982,-0.00243748,-0.000911085,0,0
4459128772,-0.00324321,0.0023115,0,0
4460209581,0.000785109,0.00311724,0,0
4461286835,0.00239646,0.00311724,0,0
4462366292,0.00239646,0.0055342,0,0
4463443341,0.0104531,-0.000911085,0,0
4464521169,0.00884175,0.00633982,0,0
4465596866,0.00642478,0.0023115,0,0
4466675990,0.00239646,-0.000911085,0,0
4467755262,0.00159084,-0.00332817,0,0
4468834052,0.00239646,-0.00655076,0,0
4469916787,0.00803613,-0.00332817,0,0
4470992004,0.00481343,-0.00735649,0,0
4472071201,-0.000826124,-0.00493941,0,0
4473149973,0.000785109,-0.00493941,0,0
4474229616,0.00239646,0.0023115,0,0
4475308073,-0.00324321,0.0023115,0,0
4476386919,-0.00404883,0.00392285,0,0
4477465857,-0.0064658,-0.00171682,0,0
4478544814,-0.00566018,0.0023115,0,0
4479624160,-0.00485444,-0.00574514,0,0
4480706932,-0.000826124,-0.000105469,0,0
4481785908,-0.00566018,0.00795117,0,0
4482884957,-0.0137168,-0.00574514,0,0
4483963081,-0.00888276,-0.00332817,0,0
4485042519,-0.00566018,-0.00816211,0,0
4486121365,-0.00888276,-0.00896773,0,0
4487200119,-0.0225791,-0.00816211,0,0
4488279354,-0.0096885,-0.00574514,0,0
4489357811,-0.0177451,-0.00816211,0,0
4490441212,-0.00324321,-0.00655076,0,0
4491520021,0.00481343,-0.000105469,0,0
4492599534,0.00642478,0.00311724,0,0
4493677157,0.00642478,0.0055342,0,0
4494754263,0.00723052,0.0023115,0,0
4495831905,0.0032022,0.00472847,0,0
4496909806,0.00239646,0.00150588,0,0
4497987208,0.0112588,0.0119795,0,0
4499067017,0.0136758,0.00875679,0,0
4500148437,0.0128701,0.0055342,0,0
4501225505,-2.05078e-05,-0.00413379,0,0
4502301943,0.000785109,-0.00896773,0,0
4503380956,0.00159084,-0.00735649,0,0
4504460135,0.0104531,-0.00413379,0,0
4505539370,0.0152872,-0.00493941,0,0
4506618161,0.0112588,-0.00171682,0,0
4507697192,0.000785109,0.000700148,0,0
4508775760,-0.00163186,-0.000105469,0,0
4509881161,0.000785109,0.0055342,0,0
4510933896,0.00561916,0.000700148,0,0
4512013613,0.0032022,0.00392285,0,0
4513092125,-2.05078e-05,0.00150588,0,0
4514172119,-0.00324321,0.0055342,0,0
4515250817,-0.0096885,0.00472847,0,0
4516330200,-0.00566018,-0.00252244,0,0
4517409046,-0.0064658,-0.00574514,0,0
4518487836,-0.00404883,-0.00816211,0,0
4519567034,-0.00727153,-0.00574514,0,0
4520646251,-0.0121055,-0.00735649,0,0
4521720578,-0.0096885,-0.00574514,0,0
4522796276,-0.0064658,-0.00735649,0,0
4523871585,-0.00324321,-0.00332817,0,0
4524947042,-0.00807715,-0.000911085,0,0
4526022110,-0.00324321,0.0055342,0,0
4527097586,-0.00243748,0.00472847,0,0
4528172950,0.000785109,0.00392285,0,0
4529248370,0.00159084,0.000700148,0,0
4530333901,0.00481343,0.000700148,0,0
4531410729,0.00723052,0.00795117,0,0
4532487926,0.00159084,0.00472847,0,0
4533565495,0.00159084,-0.00413379,0,0
4534643322,0.00239646,-0.00493941,0,0
4535720483,0.00481343,-0.00332817,0,0
4536798107,-0.00243748,-0.00332817,0,0
4537876990,0.00400781,-0.00413379,0,0
4538954465,0.00159084,-0.00735649,0,0
4540034793,0.00723052,-0.00332817,0,0
4541113490,-0.000826124,-0.00252244,0,0
4542202188,-0.00404883,0.0023115,0,0
4543282886,-0.0096885,0.000700148,0,0
4544367695,-0.000826124,0.00392285,0,0
4545457448,-0.00163186,-0.000911085,0,0
4546534683,0.00159084,-0.000105469,0,0
4547617770,0.000785109,0.0023115,0,0
4548691782,-0.00888276,0.00392285,0,0
4549771295,-0.0112999,-0.00171682,0,0
4550873085,-0.0112999,-0.00816211,0,0
4551938042,-0.00807715,-0.00574514,0,0
4553021592,-0.0064658,-0.012996,0,0
4554115827,-0.00566018,-0.0113848,0,0
4555180358,-0.00807715,-0.00735649,0,0
4556254815,-0.0104941,-0.00493941,0,0
4557330346,-0.00566018,-0.00332817,0,0
4560108127,-0.00566018,0.0023115,0,0
4561183788,0.000785109,-0.000105469,0,0
4562276152,0.00239646,0.000700148,0,0
4563347813,0.00159084,0.00392285,0,0
4564432085,0.00400781,0.00795117,0,0
4565529412,0.00159084,0.00633982,0,0
4566611166,0.00481343,-0.000911085,0,0
4567689289,0.00239646,-0.00735649,0,0
4568773987,0.00239646,-0.00493941,0,0
4569908851,-0.000826124,-0.00574514,0,0
4570947586,-0.000826124,-0.00655076,0,0
4572024414,-0.000826124,-0.00413379,0,0
4573106186,0.00481343,-0.00735649,0,0
4574207532,0.00561916,-0.00171682,0,0
4575287729,0.00561916,0.000700148,0,0
4576394834,-0.00243748,0.0023115,0,0
4577460755,-0.00324321,-0.00252244,0,0
4578543897,-0.00404883,0.0023115,0,0
4579634095,-0.00324321,0.00633982,0,0
4580703181,0.00561916,0.0023115,0,0
4581797305,-0.000826124,0.0055342,0,0
4582897354,-0.00566018,0.00150588,0,0
4583990367,-0.00566018,-0.00655076,0,0
4585060380,-0.00243748,-0.00977346,0,0
4586150559,-0.00566018,-0.00574514,0,0
4587240460,-0.00404883,-0.00493941,0,0
4588316825,-0.00163186,-0.00493941,0,0
4589403300,0.0032022,-0.00413379,0,0
4590478072,-0.000826124,-0.00252244,0,0
4591557715,-0.00566018,-0.000911085,0,0
4592637338,-0.00324321,0.00311724,0,0
4593712758,0.00803613,0.00392285,0,0
4594789567,0.00481343,0.0055342,0,0
4595877728,0.00642478,0.00392285,0,0
4596949074,0.00561916,-0.00171682,0,0
4598026568,0.0112588,0.00956252,0,0
4599101581,0.0112588,0.00392285,0,0
4600177797,0.00964748,-0.000911085,0,0
4601252050,0.00803613,-0.00332817,0,0
4602327878,-2.05078e-05,-0.00413379,0,0
4603403039,0.00400781,-0.00493941,0,0
4604478348,0.0032022,-0.00171682,0,0
4605553749,0.00803613,-0.00332817,0,0
4606628947,0.00723052,-0.00493941,0,0
4607720552,0.0032022,-0.000911085,0,0
4608795342,-0.00404883,-0.00252244,0,0
4610049336,-0.00324321,-0.00171682,0,0
4610929683,-0.00163186,-0.000105469,0,0
4612003047,-0.00243748,-0.000105469,0,0
4613077171,-0.00566018,-0.00171682,0,0
4614151258,-0.00727153,0.00311724,0,0
4615225752,-0.0096885,0.0023115,0,0
4616301246,-0.0104941,-0.00252244,0,0
4617375055,-0.0121055,-0.00816211,0,0
4618449253,-0.0145224,-0.0121904,0,0
4619521673,-0.0121055,-0.00896773,0,0
4620598426,-0.0153282,-0.00655076,0,0
4621672846,-0.00888276,-0.00574514,0,0
4622748303,-0.0104941,-0.00655076,0,0
4623824001,-0.0129111,-0.00493941,0,0
4624899477,-0.00727153,-0.00493941,0,0
4625974674,-0.00888276,0.000700148,0,0
4627050057,-0.00888276,0.000700148,0,0
4628125533,-0.0064658,0.00392285,0,0
4629201194,-0.00163186,0.00150588,0,0
4630278188,0.0032022,-0.00252244,0,0
4631351552,0.00642478,0.0055342,0,0
4632427009,-2.05078e-05,0.00311724,0,0
4633502485,-2.05078e-05,-0.000105469,0,0
4634577738,0.000785109,-0.00413379,0,0
4635653455,0.00400781,-0.00816211,0,0
4636729116,0.0032022,-0.00574514,0,0
4637804665,0.00481343,-0.00574514,0,0
4638880289,-0.00324321,-0.00413379,0,0
4640112579,0.000785109,-0.00252244,0,0
4641183165,0.0032022,-0.000911085,0,0
4642258826,0.00159084,0.000700148,0,0
4643334079,0.0032022,0.00392285,0,0
4644409333,0.00239646,0.00311724,0,0
4645484957,-0.00163186,0.00311724,0,0
4646559080,0.000785109,-0.000105469,0,0
4647633463,-2.05078e-05,0.0055342,0,0
4648707309,-0.00324321,0.00714556,0,0
4649781563,-0.00807715,-0.00171682,0,0
4650855520,-0.0137168,-0.00896773,0,0
4651929477,-0.00807715,-0.00655076,0,0
4653004952,-0.0129111,-0.00735649,0,0
4654078724,-0.00888276,-0.00735649,0,0
4655152922,-0.00404883,-0.00493941,0,0
4656225435,-0.00404883,-0.00574514,0,0
4657301170,-0.00727153,-0.00493941,0,0
4658376830,-0.00163186,-0.000911085,0,0
4659452213,0.00159084,0.0055342,0,0
4660529726,-0.00566018,0.0055342,0,0
4661603368,-0.00324321,0.00150588,0,0
4662678807,0.00400781,0.00150588,0,0
4663753912,0.0104531,-0.00171682,0,0
4664829277,0.00481343,0.00714556,0,0
4665904863,0.00481343,0.00311724,0,0
4666980228,0.0032022,-0.00252244,0,0
4668055629,0.00561916,-0.00493941,0,0
4669131290,0.0032022,-0.00655076,0,0
4670206784,0.00723052,-0.00735649,0,0
4671281723,-2.05078e-05,-0.00655076,0,0
4672356773,-2.05078e-05,-0.00574514,0,0
4673432285,0.00400781,-0.00332817,0,0
4674507835,0.00400781,-0.00332817,0,0
4675583403,0.00561916,0.0023115,0,0
4676659008,-0.000826124,-0.000911085,0,0
4677734336,-0.00324321,0.00633982,0,0
4678810015,-0.000826124,0.00633982,0,0
4679917861,-0.00163186,0.000700148,0,0
4680968892,-2.05078e-05,0.00714556,0,0
4682047516,-2.05078e-05,0.00472847,0,0
4683154362,-0.00888276,-0.00332817,0,0
4684233059,-0.0104941,-0.00735649,0,0
4685312091,-0.0121055,-0.00735649,0,0
4686391048,-0.00727153,-0.00735649,0,0
4687468505,-0.00888276,-0.00735649,0,0
4688545425,-0.0201621,-0.00493941,0,0
4689622845,-0.0233848,-0.00816211,0,0
4690701080,-0.00404883,-0.00655076,0,0
4691777981,0.00884175,-0.000105469,0,0
4692856660,-2.05078e-05,-0.00332817,0,0
4693934043,-0.00404883,0.0023115,0,0
4695011223,-0.00807715,0.00150588,0,0
4696086828,-0.00163186,-0.000105469,0,0
4697165526,0.0032022,0.00150588,0,0
4698244538,0.0160928,0.0103681,0,0
4699323088,0.00481343,0.00714556,0,0
4700403138,-0.00243748,-0.00332817,0,0
4701481058,-0.00404883,-0.00977346,0,0
4702559922,0.00239646,-0.00735649,0,0
4703638231,0.00884175,-0.00493941,0,0
4704716818,0.0032022,-0.00655076,0,0
4705795534,-0.00566018,-0.00896773,0,0
4706873936,-0.00727153,-0.00816211,0,0
4707952744,-0.000826124,-0.00332817,0,0
4709031313,0.000785109,-0.000105469,0,0
4710110492,-0.000826124,0.00311724,0,0
4711189042,-0.00807715,0.00311724,0,0
4712267962,-0.0161338,0.00392285,0,0
4713346826,-0.0064658,0.000700148,0,0
4714425209,-0.0064658,0.00633982,0,0
4715503351,-0.00324321,0.00472847,0,0
4716581994,-0.00163186,-0.00413379,0,0
4717660895,-0.0064658,-0.00735649,0,0
4718739463,-0.0096885,-0.0105791,0,0
4719817976,-0.0145224,-0.0105791,0,0
4720898859,-0.0112999,-0.0105791,0,0
4721977223,0.00239646,-0.00735649,0,0
4723055828,0.00481343,-0.000911085,0,0
4724134767,0.00803613,0.0055342,0,0
4725212446,-0.00243748,0.0055342,0,0
4726289292,-0.00727153,0.0023115,0,0
4727366823,0.00481343,0.000700148,0,0
4728443669,0.0120645,0.00714556,0,0
4729521201,0.0201211,0.00633982,0,0
4730604509,0.0233438,0.00714556,0,0
4731680652,0.00481343,0.00633982,0,0
4732757794,-0.00163186,-0.000911085,0,0
4733833640,0.00239646,-0.00252244,0,0
4734912264,0.0144814,-0.00735649,0,0
4735990850,0.0185097,-0.00171682,0,0
4737069511,0.00481343,0.000700148,0,0
4738148339,-0.00727153,-0.00655076,0,0
4739227036,-0.00807715,-0.00332817,0,0
4740310049,-2.05078e-05,-0.00735649,0,0
4741388562,0.00400781,0.0023115,0,0
4742466982,0.00159084,0.0055342,0,0
4743545716,-0.00485444,0.00150588,0,0
4744624025,-0.0096885,-0.00332817,0,0
4745702668,-0.00807715,0.00311724,0,0
4746781069,0.00561916,0.00150588,0,0
4747860508,0.00400781,0.00714556,0,0
4748939057,-0.00807715,0.0055342,0,0
4750021737,-0.0137168,-0.00332817,0,0
4751100416,-0.0145224,-0.0121904,0,0
4752179243,-0.0096885,-0.00896773,0,0
4753258237,0.0032022,-0.00493941,0,0
4754336435,-0.0129111,-0.00171682,0,0
4755415263,-0.0104941,-0.00252244,0,0
4756493683,-0.0225791,-0.00655076,0,0
4757572492,0.00803613,-0.00655076,0,0
4758651449,0.024955,-0.00493941,0,0
4759729795,0.0241494,0.00633982,0,0
4760809066,0.00239646,0.00633982,0,0
4761887894,0.00400781,0.00795117,0,0
4762964758,0.00400781,0.00472847,0,0
4764042197,0.0168984,0.00795117,0,0
4765119747,0.0233438,0.0152022,0,0
4766196722,0.0120645,0.00875679,0,0
4767274161,-0.0064658,0.00150588,0,0
4768352914,-0.00807715,-0.00655076,0,0
4769429890,0.00159084,-0.0121904,0,0
4770511291,0.00964748,-0.00816211,0,0
4771586915,0.00884175,-0.00493941,0,0
4772665890,-0.0104941,-0.00816211,0,0
4773744607,-0.0153282,0.00150588,0,0
4774823656,-0.0185508,0.00472847,0,0
4775902317,-0.00243748,-0.000911085,0,0
4776981126,0.00159084,0.00150588,0,0
4778059491,-0.00566018,-0.000105469,0,0
4779138225,-0.0137168,0.000700148,0,0
4780220590,-0.0153282,0.000700148,0,0
4781299140,-0.0104941,0.00311724,0,0
4782378337,-0.00485444,-0.000911085,0,0
4783477831,-0.00324321,-0.00816211,0,0
4784556066,-0.00807715,-0.012996,0,0
4785634338,-0.0112999,-0.00735649,0,0
4786712906,-0.0225791,-0.0105791,0,0
4787791808,-0.0177451,-0.00816211,0,0
4788870228,0.00400781,-0.0121904,0,0
4789983407,0.0257608,-0.0105791,0,0
4791027994,0.0168984,0.00150588,0,0
4792106821,0.0032022,-0.00171682,0,0
4793185575,-0.0096885,0.00150588,0,0
4794264180,0.0104531,0.00633982,0,0
4795343026,0.0152872,0.00392285,0,0
4796421649,0.0273721,0.0055342,0,0
4797500255,0.0152872,0.00875679,0,0
4798578749,-0.0104941,0.00875679,0,0
4799656261,-0.0201621,0.00472847,0,0
4800737404,-0.00566018,-0.00332817,0,0
4801814509,0.00561916,-0.00332817,0,0
4802892040,0.0112588,-0.00816211,0,0
4803969793,-0.00243748,-0.00816211,0,0
4805048213,-0.0169394,-0.00413379,0,0
4806125133,-0.0145224,-0.00171682,0,0
4807202627,-0.00324321,-0.00252244,0,0
4808278825,0.000785109,-0.000911085,0,0
4809357375,0.000785109,-0.000105469,0,0
4810440258,-0.0177451,-0.000105469,0,0
4811518585,-0.0121055,0.00392285,0,0
4812597616,-0.00324321,0.00311724,0,0
4813676148,0.000785109,-0.000105469,0,0
