Timestamp, Input Raw, Input Filtered, Output, Error
128912844,0.00391942,0.00230771,-0.000599089,0.00259341
129977601,0.000696001,0.00311357,-0.000530679,0.00344135
131043542,-0.00252742,0.00230771,-0.000399136,0.00265902
132108169,0.00230771,0.00230771,-0.00038959,0.00265843
133173426,0.000696001,0.00230771,-0.000380459,0.00262824
134238367,-0.000109854,0.00150186,-0.000359051,0.00178025
135302717,-0.00172156,0.00150186,-0.000295854,0.00175455
136367658,0.00875455,0.00150186,-0.000524091,0.00173662
137432878,0.00391942,0.00150186,-0.000583608,0.00173572
138497375,0.00714284,0.00150186,-0.000748086,0.00174931
139562039,0.011978,0.00230771,-0.00102198,0.00262137
140627869,0.00553113,0.00311357,-0.00110134,0.00350451
141691904,0.00794869,0.00311357,-0.00123896,0.00360671
142756679,0.0111721,0.00391942,-0.00145065,0.00452494
143821565,0.011978,0.00472528,-0.00166033,0.00542626
144885988,0.00875455,0.00472528,-0.00177868,0.00552798
145950967,0.00311357,0.00472528,-0.00172631,0.00563722
147015798,-0.00172156,0.00472528,-0.00154538,0.00573597
148081295,0.00230771,0.00472528,-0.00149451,0.00578736
149146588,0.00230771,0.00472528,-0.00142133,0.00577672
150210752,0.00391942,0.00472528,-0.00139958,0.00572187
151276935,-0.00333339,0.00391942,-0.00116575,0.00486662
152340543,0.00230771,0.00472528,-0.00110511,0.00561889
153405078,0.00391942,0.00472528,-0.00105315,0.00556753
154469556,0.00311357,0.00472528,-0.00100022,0.00549069
155534665,0.011978,0.00553113,-0.00119481,0.0062413
156599107,0.0095604,0.00553113,-0.00129718,0.00621186
157663511,0.00875455,0.00553113,-0.00139949,0.00621874
158728601,0.000696001,0.00553113,-0.0012567,0.0062762
159793691,0.000696001,0.00553113,-0.00111593,0.00632619
160867465,0.00150186,0.00472528,-0.00101283,0.00554384
161925185,0.00311357,0.00472528,-0.000982739,0.0055037
162986442,0.00714284,0.00472528,-0.00109493,0.00544282
164051069,0.00230771,0.00391942,-0.0010756,0.00458813
165114215,0.00391942,0.00391942,-0.00108428,0.0045714
166177990,-0.00172156,0.00311357,-0.00092756,0.00378077
167243043,0.00633698,0.00311357,-0.00100518,0.00377931
168307633,0.00311357,0.00391942,-0.00100753,0.00457712
169372093,0.00391942,0.00391942,-0.00100592,0.00454794
170438812,0.0111721,0.00391942,-0.00120629,0.00454894
171502828,0.00633698,0.00391942,-0.00125781,0.00456191
172566455,0.00311357,0.00472528,-0.0011844,0.0054002
173631323,0.00472528,0.00472528,-0.00117902,0.00545227
174696117,-0.00333339,0.00472528,-0.000951116,0.00548002
175761410,0.00230771,0.00391942,-0.000929786,0.0046598
176825778,-0.000915709,0.00391942,-0.000812854,0.00462289
177890534,0.00391942,0.00311357,-0.000835768,0.00374501
178955383,0.00311357,0.00311357,-0.000826729,0.00369746
180020103,0.00150186,0.00311357,-0.00075908,0.00365343
181093710,0.00311357,0.00311357,-0.000761575,0.00363729
182149449,0.00150186,0.00311357,-0.000711416,0.00362211
183214576,-0.000109854,0.00311357,-0.000635559,0.00360219
184278722,0.00472528,0.00311357,-0.000672595,0.00358294
185361587,0.00391942,0.00311357,-0.0006986,0.00355935
186424991,0.00391942,0.00311357,-0.0007209,0.00354042
187490174,-0.00252742,0.00311357,-0.000535324,0.00354125
188554708,-0.000109854,0.00230771,-0.000456126,0.00273265
189619224,0.00472528,0.00311357,-0.000536554,0.00352151
190685221,0.00472528,0.00311357,-0.000609427,0.00347493
191750348,0.000696001,0.00230771,-0.000590109,0.00264209
192814049,-0.00172156,0.00150186,-0.000477696,0.00184252
193878972,-0.00413925,0.00150186,-0.000311767,0.00185553
194943858,-0.00172156,0.00150186,-0.000206425,0.00183995
196008893,0.0103663,0.00150186,-0.000461484,0.0017875
197074020,0.00553113,0.00230771,-0.000569927,0.00253984
198138906,0.00633698,0.00230771,-0.000690292,0.00252465
199203792,0.0135898,0.00311357,-0.00101966,0.00339235
200287768,0.00150186,0.00311357,-0.000985334,0.00347989
201335657,0.00714284,0.00311357,-0.00109669,0.00357852
202399024,0.0143957,0.00391942,-0.00141578,0.00449265
203463818,0.011978,0.00391942,-0.00164798,0.00456747
204528630,0.00553113,0.00472528,-0.00170034,0.00547229
205593812,-0.000109854,0.00391942,-0.00156975,0.00479078
206658421,-0.00655681,0.00391942,-0.00123868,0.00489314
207723103,0.00150186,0.00391942,-0.00115851,0.00491826
208787712,0.00150186,0.00391942,-0.00109555,0.00486092
209852468,-0.00172156,0.00391942,-0.000945565,0.00475135
210917873,-0.00172156,0.00311357,-0.000803067,0.00385844
211981759,0.00150186,0.00311357,-0.000742754,0.00378385
213047330,0.00472528,0.00311357,-0.000734137,0.00371104
214111254,0.0143957,0.00391942,-0.00102812,0.00445105
215176233,0.0143957,0.00553113,-0.00130518,0.00603833
216241341,0.0127839,0.00553113,-0.00150085,0.0060739
217305597,0.00714284,0.00553113,-0.00157117,0.00618924
218369873,0.00553113,0.00553113,-0.00156899,0.00632341
219435277,0.00714284,0.00553113,-0.00159406,0.00643403
220510254,0.00391942,0.00553113,-0.0015448,0.00649529
221565827,0.00633698,0.00553113,-0.00159753,0.00651664
222630510,0.00391942,0.00553113,-0.0015961,0.00652465
223695026,-0.00333339,0.00472528,-0.00139828,0.00571566
224759912,0.000696001,0.00391942,-0.00128761,0.00490558
225824242,-0.00252742,0.00311357,-0.00108526,0.00407079
226888906,-0.000109854,0.00311357,-0.000968943,0.00399756
227952645,0.00633698,0.00391942,-0.00103626,0.00471867
229026103,0.0111721,0.00472528,-0.00122056,0.00543786
230082250,0.00875455,0.00472528,-0.00130987,0.00539623
231146562,0.00714284,0.00553113,-0.00131718,0.00622009
232424081,0.00150186,0.00553113,-0.00117327,0.00627807
233493707,0.00230771,0.00553113,-0.0010782,0.00631903
234565333,0.00230771,0.00553113,-0.00101682,0.00631962
235623795,0.00714284,0.00553113,-0.00110759,0.00627511
236702604,0.00391942,0.00472528,-0.00109784,0.00542615
237875251,0.00230771,0.00391942,-0.00105644,0.00459473
238940730,-0.00252742,0.00391942,-0.000870901,0.00459918
240015485,-0.000915709,0.00311357,-0.000753445,0.00378109
241080815,0.00230771,0.00311357,-0.000758523,0.00374452
242157014,0.00150186,0.00311357,-0.00071921,0.00367812
243223141,0.00553113,0.00311357,-0.000804619,0.00362134
244296063,0.0103663,0.00311357,-0.00100945,0.00359716
245370022,0.011978,0.00391942,-0.00122458,0.00441003
246428594,0.00553113,0.00391942,-0.00122993,0.00446556
247503534,0.00311357,0.00472528,-0.00118175,0.00535796
249633770,0.000696001,0.00472528,-0.00107766,0.00543998
250681214,-0.00172156,0.00391942,-0.000931108,0.00466248
251740638,-0.00172156,0.00311357,-0.000787402,0.00383667
252803432,-0.00172156,0.00311357,-0.000650289,0.00377786
253866522,0.000696001,0.00230771,-0.000575034,0.00289264
254929760,0.00230771,0.00230771,-0.000566345,0.0028099
255992610,0.00794869,0.00311357,-0.000727854,0.00354455
257055533,0.00553113,0.00311357,-0.000824892,0.0035085
258118623,0.00794869,0.00311357,-0.0009739,0.00351461
259189231,0.00794869,0.00311357,-0.00109896,0.00357062
260251692,0.00794869,0.00391942,-0.00121734,0.00444693
261310264,0.011978,0.00472528,-0.00142949,0.0053358
262372836,0.011978,0.00472528,-0.00161664,0.00542068
263435185,0.00472528,0.00553113,-0.00158688,0.00631946
264497998,0.000696001,0.00472528,-0.00147177,0.00561087
265561069,-0.000915709,0.00472528,-0.00132522,0.00568061
266623826,-0.00252742,0.00391942,-0.00114592,0.00488027
267687564,-0.00252742,0.00311357,-0.000979134,0.0040242
268750154,0.00553113,0.00311357,-0.00104631,0.00393912
269812819,0.000696001,0.00311357,-0.000962349,0.00385184
270876575,0.000696001,0.00311357,-0.000867427,0.0037812
271938999,-0.00252742,0.00311357,-0.00067481,0.00374866
273002015,0.00311357,0.00311357,-0.000636007,0.0037012
274064790,0.011978,0.00391942,-0.000867963,0.00445068
275126973,0.00794869,0.00472528,-0.000965886,0.00520133
276189323,0.00794869,0.00472528,-0.00106376,0.00519677
277251635,0.00633698,0.00472528,-0.00111514,0.00525612
278314763,0.00633698,0.00472528,-0.00115699,0.00532224
279376871,0.000696001,0.00472528,-0.00104498,0.00538211
280440665,0.00633698,0.00472528,-0.0011355,0.00541234
281503070,0.00633698,0.00391942,-0.00123535,0.00462164
282565864,0.00714284,0.00391942,-0.00135421,0.00462018
283628991,0.00230771,0.00391942,-0.00132537,0.00465139
284691544,0.000696001,0.00311357,-0.00124237,0.00388776
285754542,0.00472528,0.00391942,-0.00124639,0.00473241
286817614,-0.000109854,0.00391942,-0.0011266,0.0047361
287880611,0.00794869,0.00391942,-0.00124072,0.00471272
288943664,0.00553113,0.00472528,-0.00128305,0.00549997
290006569,0.011978,0.00472528,-0.00148167,0.00548267
291075547,0.0095604,0.00553113,-0.00156965,0.00632005
292132990,0.00150186,0.00553113,-0.00144098,0.00636742
293195877,0.00794869,0.00553113,-0.0015087,0.00643233
294258671,0.00553113,0.00633698,-0.00151143,0.00727609
295321502,0.00150186,0.00553113,-0.00139912,0.00646994
296384629,0.00230771,0.00553113,-0.00133481,0.00646995
297447312,0.00230771,0.00472528,-0.00125112,0.00564715
298510550,-0.000109854,0.00472528,-0.00110422,0.00560969
299573288,0.00230771,0.00472528,-0.0010351,0.00556009
300641637,0.00311357,0.00472528,-0.00101144,0.00550138
301705745,0.00472528,0.00472528,-0.00103785,0.00543984
302762336,0.00553113,0.00472528,-0.001069,0.00539758
303825204,0.00794869,0.00472528,-0.0011831,0.00537917
304887998,0.00391942,0.00472528,-0.00114389,0.00538905
305951088,0.00472528,0.00472528,-0.00114164,0.00541029
307014086,0.000696001,0.00472528,-0.00100516,0.00543892
308076843,-0.000915709,0.00472528,-0.000847576,0.00543619
309140081,0.000696001,0.00391942,-0.000777464,0.00460499
310203005,0.00472528,0.00391942,-0.000805681,0.00454442
311266076,-0.000109854,0.00311357,-0.000706737,0.00367462
312329000,-0.00172156,0.00311357,-0.000582469,0.00362589
313391942,-0.00252742,0.00230771,-0.000437838,0.00278764
314454569,0.00311357,0.00230771,-0.000463825,0.00273715
315517881,0.00633698,0.00230771,-0.000588684,0.00267916
316580768,0.0111721,0.00311357,-0.000835379,0.00343888
317643191,0.00553113,0.00311357,-0.000902555,0.00345048
318706800,0.00714284,0.00311357,-0.00100756,0.00351089
319769409,0.00230771,0.00311357,-0.000966721,0.00360429
320838387,0.00714284,0.00391942,-0.0010633,0.00447646
321895830,0.00553113,0.00391942,-0.00112652,0.00452793
322958753,0.00553113,0.00391942,-0.00118467,0.00455183
324021973,0.000696001,0.00391942,-0.00111404,0.00458896
325084878,-0.00252742,0.00311357,-0.000955348,0.00381115
326147579,-0.000109854,0.00311357,-0.000864297,0.00382055
327210540,0.000696001,0.00230771,-0.000785772,0.00298277
328273445,0.00391942,0.00311357,-0.000821136,0.00372772
329336479,0.00553113,0.00311357,-0.000901353,0.00367344
330403124,-0.00252742,0.00311357,-0.00073991,0.00364137
331467214,-0.000109854,0.00311357,-0.000631581,0.00363397
332531212,0.00391942,0.00311357,-0.000635149,0.00362637
333595968,0.00714284,0.00311357,-0.000721061,0.00358494
334660355,0.00714284,0.00391942,-0.00083016,0.00435473
335724722,0.00714284,0.00391942,-0.000931798,0.00435
336789183,0.00391942,0.00391942,-0.000954863,0.0043848
337853791,0.00553113,0.00391942,-0.00100741,0.00443704
338918270,0.00311357,0.00391942,-0.000997473,0.00448761
339982638,0.00472528,0.00311357,-0.00103784,0.00371331
341047357,0.00391942,0.00391942,-0.00107061,0.00454317
342111891,0.00230771,0.00311357,-0.00106136,0.00375016
343176333,-0.000915709,0.00311357,-0.00094421,0.00376558
344240664,-0.000109854,0.00230771,-0.000849302,0.00296376
345305180,-0.0049451,0.00230771,-0.000606627,0.00294686
346369325,0.00150186,0.00230771,-0.000559499,0.00289142
347433860,0.00311357,0.00311357,-0.000589413,0.0036252
348498338,0.00633698,0.00311357,-0.00069609,0.00354157
349562169,0.00875455,0.00311357,-0.00085011,0.00350402
350626037,0.00633698,0.00311357,-0.000916932,0.00351333
351689405,0.0095604,0.00391942,-0.00107798,0.00436987
352753921,0.00714284,0.00391942,-0.00116524,0.0044421
353817789,0.00150186,0.00391942,-0.00109929,0.00451022
354880675,0.00311357,0.00391942,-0.00107894,0.00457546
355944969,0.00230771,0.00391942,-0.00104645,0.00461237
357009503,0.00150186,0.00311357,-0.000987198,0.00380645
358073519,-0.00172156,0.00311357,-0.000842562,0.00379085
359138053,0.00472528,0.00311357,-0.000897828,0.00375997
360202625,0.00472528,0.00311357,-0.000958789,0.00372519
361275121,0.00553113,0.00311357,-0.0010315,0.00369044
362331786,0.00875455,0.00311357,-0.00120254,0.00369498
363396006,0.00875455,0.00391942,-0.00133231,0.0045339
364460003,0.00633698,0.00391942,-0.00137583,0.00459239
365524685,0.00714284,0.00472528,-0.00142781,0.00547311
366589238,0.00553113,0.00472528,-0.00142474,0.00554032
367653550,0.00472528,0.00553113,-0.00141078,0.00639041
368717733,0.00553113,0.00553113,-0.00141301,0.00641614
369782193,0.00311357,0.00553113,-0.00135914,0.00642317
370846968,-0.000915709,0.00472528,-0.00121237,0.00561334
371911281,-0.000915709,0.00472528,-0.00106478,0.00559582
372975500,0.00311357,0.00391942,-0.00104239,0.00474827
374039979,-0.000109854,0.00391942,-0.000928135,0.00468481
375104402,0.00391942,0.00391942,-0.00094241,0.0046163
376168900,0.00553113,0.00391942,-0.000974952,0.00456964
377233323,0.00794869,0.00391942,-0.00107596,0.00453276
378297598,0.0095604,0.00472528,-0.00121581,0.00533686
379362021,0.00553113,0.00472528,-0.00122326,0.00536097
380427018,0.0103663,0.00553113,-0.00137532,0.00621508
381490979,0.00794869,0.00553113,-0.00146214,0.00627539
382555698,0.0095604,0.00553113,-0.00159037,0.00632588
383619862,0.00553113,0.00553113,-0.00160318,0.00639272
384684304,0.00150186,0.00472528,-0.00150215,0.00564497
385749079,-0.000109854,0.00472528,-0.00135746,0.00569233
386813558,-0.000915709,0.00472528,-0.00120589,0.00569531
387878055,-0.00252742,0.00391942,-0.00102636,0.00484603
388942479,-0.00333339,0.00391942,-0.00082633,0.00476768
390006976,-0.00172156,0.00311357,-0.000664849,0.00386421
391073306,-0.000915709,0.00311357,-0.000544154,0.00375569
392137989,0.00472528,0.00311357,-0.000575589,0.00364576
393202616,0.00311357,0.00311357,-0.000554427,0.00355561
394266928,0.0095604,0.00391942,-0.000715926,0.00430117
395331073,0.0103663,0.00391942,-0.000893156,0.00429124
396395886,0.0103663,0.00472528,-0.00108099,0.00511952
397460605,0.00875455,0.00472528,-0.00120002,0.0051931
398524843,0.00553113,0.00472528,-0.00123575,0.00528736
399589729,0.00391942,0.00472528,-0.001224,0.00538359
400655412,0.00311357,0.00391942,-0.00121001,0.00464615
401720187,-0.00252742,0.00391942,-0.00104915,0.0046794
402785036,-0.0049451,0.00311357,-0.000829931,0.00387064
403849126,0.00230771,0.00230771,-0.000830209,0.00302854
404913531,-0.00172156,0.00230771,-0.000713898,0.00295825
405977880,0.00150186,0.00230771,-0.000691768,0.00287515
407051265,0.00714284,0.00230771,-0.000819821,0.00282212
408142739,0.00311357,0.00311357,-0.000815031,0.00359006
409214920,0.00472528,0.00311357,-0.000833518,0.00358521
410318189,0.00714284,0.00391942,-0.000926562,0.00441383
411360449,0.00472528,0.00391942,-0.000924162,0.00443509
412430872,0.0095604,0.00472528,-0.00106655,0.00526475
413501294,0.00472528,0.00472528,-0.00107064,0.00529895
414565958,0.00311357,0.00472528,-0.00104208,0.00532911
415638491,0.00150186,0.00391942,-0.000985673,0.004563
416704229,0.000696001,0.00391942,-0.000917278,0.00457463
417779613,0.000696001,0.00311357,-0.000856448,0.00375957
418843889,-0.000915709,0.00230771,-0.000769818,0.00292408
419908886,0.00230771,0.00230771,-0.000780846,0.00288517
421001823,-0.00252742,0.00230771,-0.000619276,0.00284727
422057174,0.00230771,0.00230771,-0.000617037,0.00280487
423128300,0.0095604,0.00311357,-0.000807935,0.00357882
424200462,0.00391942,0.00311357,-0.000806292,0.00354589
425272199,0.00391942,0.00311357,-0.000821806,0.0035494
426341103,0.00875455,0.00391942,-0.000970736,0.00439377
427407119,0.00714284,0.00391942,-0.00105941,0.00442814
428488262,0.00472528,0.00391942,-0.00108546,0.00446797
429551222,0.00391942,0.00391942,-0.00107383,0.0045202
430617034,0.00150186,0.00391942,-0.00101589,0.00456433
431679902,-0.000915709,0.00311357,-0.000898248,0.00378005
432754824,-0.00413925,0.00311357,-0.000698958,0.00377122
433818284,0.00230771,0.00230771,-0.000697168,0.00292411
434885837,0.00150186,0.00230771,-0.000669523,0.0028617
435958703,0.00714284,0.00230771,-0.000808085,0.00279192
437028403,0.00794869,0.00311357,-0.000947308,0.00357047
438099751,0.0152015,0.00391942,-0.00130096,0.00438335
439180209,0.0152015,0.00472528,-0.00161156,0.00526006
440240244,0.0103663,0.00472528,-0.00174023,0.00537439
441330646,0.0127839,0.00553113,-0.00195399,0.00634206
442401587,0.00553113,0.00633698,-0.00194424,0.00730824
443471196,0.00391942,0.00633698,-0.00187102,0.00742761
444542119,-0.00413925,0.00553113,-0.00157798,0.00670505
445607987,-0.00333339,0.00472528,-0.00133366,0.00590421
446675910,-0.00172156,0.00472528,-0.00115127,0.00584602
447746852,0.00391942,0.00472528,-0.0011479,0.00572158
448815109,0.00230771,0.00391942,-0.00110132,0.00479029
449875015,-0.00333339,0.00391942,-0.000896624,0.00469181
450954104,-0.000109854,0.00391942,-0.000764654,0.00463322
452020749,0.00230771,0.00391942,-0.000708857,0.00457517
453106744,0.00472528,0.00391942,-0.00070476,0.00449751
454176556,0.00794869,0.00472528,-0.000795103,0.00523486
455244998,0.00875455,0.00472528,-0.000887107,0.00519687
456333233,0.00311357,0.00472528,-0.000826746,0.005197
457407397,0.00391942,0.00472528,-0.000823442,0.00522298
458994868,0.00311357,0.00472528,-0.000799959,0.00524907
460053015,0.000696001,0.00391942,-0.000743737,0.00444324
461148138,-0.000915709,0.00311357,-0.000653547,0.00362831
462217080,0.000696001,0.00230771,-0.00064162,0.00279994
463292335,0.00230771,0.00230771,-0.000666072,0.00277063
464373683,-0.00252742,0.00150186,-0.000537269,0.00193344
465452475,-0.00172156,0.00150186,-0.000416326,0.00191032
466521213,0.00472528,0.00150186,-0.000495178,0.0018857
467592599,0.00794869,0.00230771,-0.000679795,0.00265171
468671965,0.000696001,0.00230771,-0.000627509,0.00262814
469737093,0.00794869,0.00230771,-0.00077599,0.00264492
470811663,0.00875455,0.00311357,-0.000931406,0.00350204
471896344,0.00553113,0.00311357,-0.000977719,0.00354506
472957620,0.00311357,0.00391942,-0.000955709,0.0044155
474023636,-0.000915709,0.00311357,-0.000843326,0.00366839
475088449,-0.000109854,0.00311357,-0.000758318,0.00369856
476157132,0.00714284,0.00311357,-0.000891326,0.0036899
477222315,-0.00736267,0.00230771,-0.000606657,0.00285346
478288794,-0.000109854,0.00230771,-0.000549049,0.00281559
479355903,-0.00172156,0.00150186,-0.000438961,0.00198582
480419087,0.000696001,0.00150186,-0.000397761,0.0019115
481481067,0.00714284,0.00230771,-0.000559398,0.00265954
482542621,-0.00172156,0.00230771,-0.000447452,0.00261203
483612174,0.00714284,0.00230771,-0.000572092,0.00259717
484675209,0.00230771,0.00230771,-0.00054384,0.00261913
485736615,-0.000915709,0.00230771,-0.000453253,0.00262209
486800206,0.00794869,0.00311357,-0.000599361,0.00344628
487870648,-0.000109854,0.00230771,-0.000510562,0.00263994
489005987,0.000696001,0.00230771,-0.000468804,0.00263388
490061801,-0.000915709,0.00230771,-0.000395589,0.00264374
491135575,-0.00252742,0.00150186,-0.000294345,0.00181817
492214034,-0.00333339,0.00150186,-0.000170132,0.00178974
493273533,-0.00333339,0.000696001,-2.95911e-05,0.000934408
494346215,0.0103663,0.000696001,-0.000343996,0.000873589
495412343,0.0103663,0.00150186,-0.000608251,0.0016338
496485506,0.00714284,0.00230771,-0.000767347,0.00243869
497563854,0.00633698,0.00230771,-0.00088179,0.00253497
498628463,0.00472528,0.00230771,-0.000921514,0.00265838
499693387,0.0095604,0.00311357,-0.00113076,0.00357365
500765162,0.011978,0.00391942,-0.0013651,0.00446394
501841362,0.011978,0.00391942,-0.00160577,0.00454018
502914673,0.00633698,0.00391942,-0.00167775,0.00464952
503981819,-0.000915709,0.00391942,-0.00150265,0.00477118
505045540,-0.00172156,0.00391942,-0.00134256,0.00487147
506112945,0.00230771,0.00391942,-0.00129887,0.00490271
507203346,0.00230771,0.00391942,-0.00125729,0.00486072
508273381,-0.000915709,0.00391942,-0.00112244,0.00479551
509329602,0.00230771,0.00391942,-0.00108056,0.00474008
